	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	sourceLang	targetLang	sourceString	targetString	stringID	url	license	translator_ID	translated	trans_seg	target_seg
88	88	88	88	en	zh	 tell me about your chest pain 	 请描述一下胸痛感受 	CMU_1:121	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	告诉我你的胸痛	告诉 我 你 的 胸痛	  请 描述 一下 胸痛 感受  
89	89	89	89	en	zh	 the fever increases at night 	 夜间发热症状加重 	CMU_1:122	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	夜间发烧增加	夜间 发烧 增加	  夜间 发热 症状 加重  
90	90	90	90	en	zh	 the fever i've had for the last two days 	 我最近两天一直发热 	CMU_1:123	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	我最近两天发烧	我 最近 两天 发烧	  我 最近 两天 一直 发热  
91	91	91	91	en	zh	 the fever started to increase last night 	 昨晚发热开始加重 	CMU_1:124	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	昨晚发烧开始增加	昨晚 发烧 开始 增加	  昨晚 发热 开始 加重  
92	92	92	92	en	zh	 this is doctor porter in the emergency room triage center 	 这是急诊室分诊中心的医生 porter 	CMU_1:127	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	这是急诊室分诊中心的波特医生	这是 急诊室 分诊 中心 的 波特 医生	  这是 急诊室 分诊 中心 的 医生   porter  
93	93	93	93	en	zh	 well can you tell me a little bit more about your chest pain? 	 您能多告诉我一些关于您的胸痛的事吗？ 	CMU_1:128	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	你能告诉我更多关于你的胸痛吗？	你 能 告诉 我 更 多 关于 你 的 胸痛 吗 ？	  您 能 多 告诉 我 一些 关于 您 的 胸痛 的 事 吗 ？  
94	94	94	94	en	zh	 well i feel a pain in the front of my body here in my chest 	 我的前胸感到疼痛 	CMU_1:130	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	好吧，我感到身体前部在胸口疼痛	好 吧 ， 我 感到 身体 前部 在 胸口 疼痛	  我 的 前胸 感到 疼痛  
95	95	95	95	en	zh	 well i've been having a strong pain in my chest 	 我的胸部一直很痛 	CMU_1:131	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	好吧，我的胸部一直很痛	好 吧 ， 我 的 胸部 一直 很痛	  我 的 胸部 一直 很痛  
96	96	96	96	en	zh	 well when i have that pain in my chest 	 当我的胸部感到疼痛时 	CMU_1:133	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	好吧，当我胸口疼痛时	好 吧 ， 当 我 胸口 疼痛 时	  当 我 的 胸部 感到 疼痛 时  
97	97	97	97	en	zh	 what kinda pain do you have in your chest? 	 您的胸部是怎么疼痛? 	CMU_1:134	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	你的胸口有什么痛？	你 的 胸口 有 什么 痛 ？	  您 的 胸部 是 怎么 疼痛 ?  
98	98	98	98	en	zh	 when this chest pain started? 	 这种胸痛从什么时候开始？ 	CMU_1:135	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	这种胸痛是什么时候开始的？	这种 胸痛 是 什么 时候 开始 的 ？	  这种 胸痛 从 什么 时候 开始 ？  
99	99	99	99	en	zh	 where do you have the pain in the chest? 	 您的胸的哪一个部位感到疼痛？ 	CMU_1:136	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	你哪里有胸部疼痛？	你 哪里 有 胸部 疼痛 ？	  您 的 胸 的 哪 一个 部位 感到 疼痛 ？  
100	100	100	100	en	zh	 where you feel this chest pain eel this chest t 	 您胸痛出现在哪一个部位？ 	CMU_1:137	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	你在哪里感到这个胸痛鳗鱼这个胸口 T	你 在 哪里 感到 这个 胸痛 鳗鱼 这个 胸口   T	  您 胸痛 出现 在 哪 一个 部位 ？  
101	101	101	101	en	zh	 you feel like tightness on your chest 	 您感到胸闷 	CMU_1:139	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	你感觉胸口发闷	你 感觉 胸口 发闷	  您 感到 胸闷  
102	102	102	102	en	zh	 you know i got diabetes and stuff 	 我还有糖尿病及其他一些疾病 	CMU_1:140	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	你知道我得了糖尿病之类的	你 知道 我 得 了 糖尿病 之类 的	  我 还有 糖尿病 及其 他 一些 疾病  
103	103	103	103	en	zh	 you said you're having this chest pain 	 您曾说有这种胸痛症状 	CMU_1:141	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	TOFILL	你说你胸痛	你 说 你 胸痛	  您 曾 说 有 这种 胸痛 症状  
104	104	104	104	en	zh	 Rapidly increasing cumulative incidence of coronavirus disease (COVID-19) in the European Union/European Economic Area and the United Kingdom, 1 January to 15 March 2020 	 2020 年 1 月 1 日至 3 月 15 日期间，欧盟/欧洲经济区和英国的新型冠状病毒疾病 (COVID-19) 累积发病率迅速增加 	PubMed_6:142	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	2020年1月1日至3月15日欧盟/欧洲经济区和英国冠状病毒病（COVID-19）累积发病率迅速上升	2020 年 1 月 1 日至 3 月 15 日 欧盟 / 欧洲 经济区 和 英国 冠状病毒 病 （ COVID - 19 ） 累积 发病率 迅速 上升	  2020   年   1   月   1   日至   3   月   15   日 期间 ， 欧盟 / 欧洲 经济区 和 英国 的 新型 冠状病毒 疾病   ( COVID - 19 )   累积 发病率 迅速 增加  
105	105	105	105	en	zh	 The cumulative incidence of coronavirus disease (COVID-19) cases is showing similar trends in European Union/European Economic Area countries and the United Kingdom confirming that, while at a different stage depending on the country, the COVID-19 pandemic is progressing rapidly in all countries. 	 在欧盟/欧洲经济区的各个国家以及英国，新型冠状病毒疾病 (COVID-19) 的累积发病率显示出相似的趋势，证实虽然不同国家处于不同的阶段，但 COVID-19 大流行病都在迅速发展。	PubMed_6:143	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	冠状病毒病（COVID-19）病例的累积发病率在欧盟/欧洲经济区国家和英国显示出类似的趋势，这证实，虽然根据国家的不同阶段，COVID-19大流行在所有国家都在迅速发展。	冠状病毒 病 （ COVID - 19 ） 病例 的 累积 发病率 在 欧盟 / 欧洲 经济区 国家 和 英国 显示 出 类似 的 趋势 ， 这 证实 ， 虽然 根据 国家 的 不同 阶段 ， COVID - 19 大 流行 在 所有 国家 都 在 迅速 发展 。	  在 欧盟 / 欧洲 经济区 的 各个 国家 以及 英国 ， 新型 冠状病毒 疾病   ( COVID - 19 )   的 累积 发病率 显示 出 相似 的 趋势 ， 证实 虽然 不同 国家 处于 不同 的 阶段 ， 但   COVID - 19   大 流行病 都 在 迅速 发展 。
106	106	106	106	en	zh	 Based on the experience from Italy, countries, hospitals and intensive care units should increase their preparedness for a surge of patients with COVID-19 who will require healthcare, and in particular intensive care. 	 根据意大利的经验，国家、医院和重症监护病房都需要做好更充分的准备，迎接数量激增的 COVID-19 患者，重症监护任务尤其重。	PubMed_6:144	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	根据意大利的经验，各国、医院和重症监护室应加强对需要医疗保健，特别是重症监护的COVID-19患者激增的准备。	根据 意大利 的 经验 ， 各国 、 医院 和 重症 监护室 应 加强 对 需要 医疗保健 ， 特别 是 重症 监护 的 COVID - 19 患者 激增 的 准备 。	  根据 意大利 的 经验 ， 国家 、 医院 和 重症 监护 病房 都 需要 做好 更 充分 的 准备 ， 迎接 数量 激增 的   COVID - 19   患者 ， 重症 监护 任务 尤其 重 。
107	107	107	107	en	zh	 On 31 December 2019, a cluster of pneumonia cases of unknown aetiology was reported in Wuhan, Hubei Province, China. 	 2019 年 12 月 31 日，中国湖北省武汉市报告了多起病因不明的肺炎病例。	PubMed_6:145	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	2019年12月31日，中国湖北省武汉市报告发生了一起病因不明的肺炎聚集性病例。	2019 年 12 月 31 日 ， 中国 湖北省 武汉市 报告 发生 了 一起 病因 不明 的 肺炎 聚集 性 病例 。	  2019   年   12   月   31   日 ， 中国 湖北省 武汉市 报告 了 多 起 病因 不明 的 肺炎 病例 。
108	108	108	108	en	zh	 On 9 January 2020, the China Center for Disease Control and Prevention reported the causative agent as being a novel coronavirus now referred to as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). 	 2020 年 1 月 9 日，中国疾病预防控制中心报告称，病原体是一种新型冠状病毒，现在称为严重急性呼吸综合征冠状病毒 2 (Severe Acute Respiratory Syndrome Coronavirus 2, SARS-CoV-2)。	PubMed_6:146	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	2020年1月9日，中国疾病预防控制中心报告病原体是一种新型冠状病毒，现在被称为严重急性呼吸综合征冠状病毒2（SARS-CoV-2）。	2020 年 1 月 9 日 ， 中国 疾病 预防 控制中心 报告 病原体 是 一种 新型 冠状病毒 ， 现在 被 称为 严重 急性 呼吸 综合征 冠状病毒 2 （ SARS - CoV - 2 ） 。	  2020   年   1   月   9   日 ， 中国 疾病 预防 控制中心 报告 称 ， 病原体 是 一种 新型 冠状病毒 ， 现在 称为 严重 急性 呼吸 综合征 冠状病毒   2   ( Severe   Acute   Respiratory   Syndrome   Coronavirus   2 ,   SARS - CoV - 2 ) 。
109	109	109	109	en	zh	 Since, the illness resulting from SARS-CoV-2 infection has been named coronavirus disease (COVID-19). 	 此后，由 SARS-CoV-2 感染引起的疾病被命名为冠状病毒疾病 (COVID-19)。	PubMed_6:147	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	从那以后，由SARS-CoV-2感染引起的疾病被命名为冠状病毒病（COVID-19）。	从那以后 ， 由 SARS - CoV - 2 感染 引起 的 疾病 被 命名 为 冠状病毒 病 （ COVID - 19 ） 。	  此后 ， 由   SARS - CoV - 2   感染 引起 的 疾病 被 命名 为 冠状病毒 疾病   ( COVID - 19 ) 。
110	110	110	110	en	zh	 Evidence to date is that ca 80% of individuals with COVID-19 have a mild disease, i.e. a respiratory tract infection with or without pneumonia, and most of these recover. 	 迄今为止的证据表明，大约 80% 的 COVID-19 病例为轻症，即伴或不伴肺炎的呼吸道感染，并且大多数都能康复。	PubMed_6:148	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	迄今为止的证据表明，大约 80% 的 COVID-19 患者患有轻度疾病，即伴或不伴肺炎的呼吸道感染，其中大多数已康复。	迄今为止 的 证据 表明 ， 大约   80%   的   COVID - 19   患者 患有 轻度 疾病 ， 即伴 或 不伴 肺炎 的 呼吸道 感染 ， 其中 大多数 已 康复 。	  迄今为止 的 证据 表明 ， 大约   80%   的   COVID - 19   病例 为 轻症 ， 即伴 或 不伴 肺炎 的 呼吸道 感染 ， 并且 大多数 都 能 康复 。
111	111	111	111	en	zh	 In ca 14% cases, COVID-19 develops into a more severe disease requiring hospitalisation while the remaining 6% cases experience critical illness requiring intensive care. 	 在大约 14% 的病例中，COVID-19 会进展为重症并需要住院治疗，而其余 6% 的病例会进展为危重症并需要重症监护。	PubMed_6:149	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	在大约14%的病例中，COVID-19发展为需要住院治疗的更严重的疾病，而其余6%的病例则患有需要重症监护的危重疾病。	在 大约 14% 的 病例 中 ， COVID - 19 发展 为 需要 住院治疗 的 更 严重 的 疾病 ， 而 其余 6% 的 病例 则 患有 需要 重症 监护 的 危重 疾病 。	  在 大约   14%   的 病例 中 ， COVID - 19   会 进展 为 重症 并 需要 住院治疗 ， 而 其余   6%   的 病例 会 进展 为 危重症 并 需要 重症 监护 。
112	112	112	112	en	zh	 The mortality of patients hospitalised due to COVID-19 is ca 4%. 	 因 COVID-19 而住院的患者死亡率约为 4%。	PubMed_6:150	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	因 COVID-19 住院的患者死亡率约为 4%。	因   COVID - 19   住院 的 患者 死亡率 约 为   4% 。	  因   COVID - 19   而 住院 的 患者 死亡率 约 为   4% 。
113	113	113	113	en	zh	 In this study, we assess the trends in the cumulative incidence of COVID-19 in each European Union/European Economic Area (EU/EEA) country and the United Kingdom (UK) and compare them to that of Hubei Province, China. 	 在这项研究中，我们评估了欧盟/欧洲经济区 (European Union, EU/European Economic Area, EEA) 的各个国家以及英国 (UK) 的 COVID-19 累积发病率的趋势，并将其与中国湖北省进行了比较。	PubMed_6:151	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	在这项研究中，我们评估了每个欧盟/欧洲经济区（EU/EEA）国家和英国（UK）的COVID-19累积发病率趋势，并将其与中国湖北省进行比较。	在 这项 研究 中 ， 我们 评估 了 每个 欧盟 / 欧洲 经济区 （ EU / EEA ） 国家 和 英国 （ UK ） 的 COVID - 19 累积 发病率 趋势 ， 并 将 其 与 中国 湖北省 进行 比较 。	  在 这项 研究 中 ， 我们 评估 了 欧盟 / 欧洲 经济区   ( European   Union ,   EU / European   Economic   Area ,   EEA )   的 各个 国家 以及 英国   ( UK )   的   COVID - 19   累积 发病率 的 趋势 ， 并 将 其 与 中国 湖北省 进行 了 比较 。
114	114	114	114	en	zh	 We also compare the current number of COVID-19 cases in EU/EEA countries and the UK with that in Italy during 31 January–15 March 2020. 	 我们还对 2020 年 1 月 31 日至 3 月 15 日期间 EU/EEA 国家和英国的现有 COVID-19 病例数与意大利进行了比较。	PubMed_6:152	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	我们还比较了2020年1月31日至3月15日期间欧盟/欧洲经济区国家和英国与意大利目前的COVID-19病例数。	我们 还 比较 了 2020 年 1 月 31 日至 3 月 15 日 期间 欧盟 / 欧洲 经济区 国家 和 英国 与 意大利 目前 的 COVID - 19 病例 数 。	  我们 还 对   2020   年   1   月   31   日至   3   月   15   日 期间   EU / EEA   国家 和 英国 的 现有   COVID - 19   病例 数 与 意大利 进行 了 比较 。
115	115	115	115	en	zh	 COVID-19 cases in EU/EEA countries and the UK 	 EU/EEA 国家和英国的 COVID-19 病例 	PubMed_6:153	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	欧盟/欧洲经济区国家和英国的 COVID-19 病例	欧盟 / 欧洲 经济区 国家 和 英国 的   COVID - 19   病例	  EU / EEA   国家 和 英国 的   COVID - 19   病例  
116	116	116	116	en	zh	 Subsequent to China, COVID-19 underwent further geographical spread and the dynamic of the COVID-19 pandemic in the rest of the world currently follows that of this country. 	 继中国之后，COVID-19 的地理分布进一步扩大，目前世界其他地区 COVID-19 大流行病的动态变化与中国相仿。	PubMed_6:154	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	在中国之后，COVID-19经历了进一步的地理传播，COVID-19大流行在世界其他地区的动态目前与这个国家一样。	在 中国 之后 ， COVID - 19 经历 了 进一步 的 地理 传播 ， COVID - 19 大 流行 在 世界 其他 地区 的 动态 目前 与 这个 国家 一样 。	  继 中国 之后 ， COVID - 19   的 地理分布 进一步 扩大 ， 目前 世界 其他 地区   COVID - 19   大 流行病 的 动态变化 与 中国 相仿 。
117	117	117	117	en	zh	 On 11 March 2020, the Director General of the World Health Organization (WHO) declared COVID-19 a pandemic. 	 2020 年 3 月 11 日，世界卫生组织 (WHO) 总干事宣布 COVID-19 为大流行病。	PubMed_6:155	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	TOFILL	2020年3月11日，世界卫生组织（世卫组织）总干事宣布COVID-19为大流行。	2020 年 3 月 11 日 ， 世界卫生组织 （ 世卫 组织 ） 总干事 宣布 COVID - 19 为 大 流行 。	  2020   年   3   月   11   日 ， 世界卫生组织   ( WHO )   总干事 宣布   COVID - 19   为 大 流行病 。
